DateTime,AddedIPs,RemovedIPs
1608003264,15,28
1608005342,45,42
1608006862,33,25
1608008832,86,56
1608010461,36,43
1608012706,44,46
1608014056,26,39
1608016185,35,46
1608017657,45,48
1608018876,38,24
1608021258,44,93
1608023328,40,56
1608024858,32,62
1608026178,39,25
1608027763,53,56
1608028458,26,57
1608030817,52,54
1608032999,66,71
1608034325,21,60
1608035931,30,154
1608037158,32,42
1608039260,78,48
1608040920,27,30
1608042860,55,42
1608043991,24,24
1608045334,70,70
1608046501,37,63
1608048006,31,71
1608050057,60,53
1608052465,52,73
1608053657,35,77
1608055807,58,92
1608057885,56,102
1608059089,44,72
1608060204,39,7
1608060861,27,67
1608063204,85,71
1608064459,41,82
1608065748,18,25
1608067114,43,62
1608069019,62,84
1608070245,34,42
1608071656,24,74
1608073948,59,113
1608075258,38,90
1608076406,31,36
1608078321,61,79
1608079819,53,91
1608081627,51,51
1608083421,127,81
1608085521,80,106
1608086768,30,65
1608088882,59,270
1608090371,45,409
1608093265,74,840
1608096136,67,310
1608097818,37,55
1608099761,35,74
1608101097,37,74
1608104058,81,269
1608105382,34,76
1608107657,40,101
1608109619,36,72
1608110945,32,13
1608113325,81,114
1608114860,89,84
1608116158,55,20
1608117866,33,46
1608119424,49,160
1608123206,112,243
1608124974,56,40
1608125658,16,50
1608126962,30,18
1608129259,44,76
1608130749,28,75
1608132026,44,11
1608132857,20,45
1608134535,35,62
1608135918,44,12
1608140064,145,138
1608142299,75,69
1608143657,46,42
1608145333,53,45
1608146718,42,4
1608147934,24,42
1608149779,41,41
1608153030,96,96
1608154459,31,35
1608156653,57,55
1608160434,86,156
1608161663,34,61
1608163010,44,14
1608164719,31,23
1608165264,13,38
1608168863,68,153
1608171462,64,118
1608172680,34,103
1608174152,24,41
1608175526,21,7
1608179122,63,125
1608182722,71,87
1608184218,17,52
1608186858,48,88
1608188858,43,49
1608190471,38,49
1608193312,67,66
1608194058,21,37
1608195400,30,17
1608197119,32,44
1608197660,8,71
1608199178,15,43
1608200719,24,12
1608201258,14,52
1608204078,123,45
1608204859,13,36
1608206334,30,38
1608207922,40,4
1608209352,110,81
1608212069,184,75
1608213249,79,14
1608215119,89,61
1608216230,53,58
1608217903,76,35
1608219267,44,42
1608220445,36,15
1608222319,52,29
1608223819,55,65
1608225031,34,16
1608226458,40,41
1608228370,56,48
1608230063,48,44
1608233663,101,112
1608235364,31,94
1608237258,73,56
1608239562,65,40
1608240867,24,45
1608243868,93,62
1608245422,40,65
1608248064,62,90
1608251120,69,49
1608252620,31,43
1608255261,55,238
1608256641,28,11
1608258326,41,38
1608258860,10,43
1608261922,64,42
1608262461,10,44
1608266068,99,74
1608269124,58,51
1608271839,59,89
1608273916,38,62
1608275743,34,30
1608276862,19,33
1608279919,73,46
1608281420,28,52
1608283279,60,35
1608284062,10,42
1608286640,40,60
1608287659,12,33
1608291258,59,109
1608292577,27,18
1608293845,25,27
1608294858,26,54
1608297919,63,43
1608299421,30,39
1608302058,72,72
1608303365,31,80
1608305117,54,20
1608305659,22,30
1608306776,37,37
1608308039,33,29
1608309257,45,29
1608310503,46,16
1608312859,75,59
1608315585,69,65
1608316463,16,36
1608317899,28,7
1608319518,26,29
1608320058,20,45
1608321425,21,23
1608323121,40,53
1608323657,17,38
1608324865,28,25
1608326485,36,44
1608327260,18,33
1608330858,140,114
1608332215,45,19
1608334460,62,57
1608337255,70,37
1608338064,22,35
1608341658,69,90
1608345259,86,66
1608347318,51,27
1608348864,39,24
1608351778,76,37
1608352460,22,29
1608353609,26,13
1608356061,46,64
1608358100,47,53
1608360619,59,61
1608361831,25,45
1608363258,25,37
1608364969,27,43
1608366858,35,49
1608369027,40,25
1608370459,30,28
1608371716,36,11
1608373520,53,113
1608375027,33,41
1608377657,57,60
1608380414,63,47
1608381258,19,26
1608384324,50,44
1608385621,13,60
1608388458,54,67
1608391516,71,47
1608392867,24,58
1608395658,45,111
1608399258,63,80
1608402856,58,92
1608405919,58,48
1608407129,32,65
1608410064,848,63
1608413124,930,51
1608414566,425,38
1608419933,1509,86
1608420871,265,49
1608423463,775,52
1608424463,260,29
1608425601,329,31
1608426906,314,32
1608428169,392,52
1608431658,1032,87
1608433386,400,46
1608434722,444,7
1608436255,85,49
1608438860,43,69
1608441144,42,56
1608442459,31,33
1608446064,52,71
1608449656,73,113
1608452719,74,34
1608453258,9,49
1608456858,73,56
1608457974,24,11
1608459433,47,32
1608460458,25,21
1608462236,30,39
1608463518,24,0
1608465018,17,34
1608467576,59,73
1608470365,31,65
1608471641,24,63
1608474320,45,43
1608475608,37,70
1608478461,31,86
1608479674,15,15
1608481167,19,55
1608482062,19,41
1608485661,211,111
1608486935,191,28
1608488719,180,36
1608489258,40,35
1608490472,46,28
1608492318,81,41
1608493477,55,55
1608496459,160,75
1608498003,142,71
1608499523,140,8
1608500061,25,53
1608501430,67,18
1608503117,99,35
1608503659,27,53
1608506720,181,65
1608508210,118,59
1608510185,115,33
1608510858,33,41
1608513815,89,53
1608514460,31,33
1608515847,37,23
1608518060,70,87
1608521123,133,61
1608521663,21,43
1608523156,61,43
1608524364,28,9
1608525263,30,21
1608527584,68,41
1608528984,21,29
1608531919,79,37
1608532458,8,28
1608533613,31,7
1608535259,54,18
1608536063,22,19
1608539122,56,33
1608542357,88,77
1608543259,24,56
1608544524,28,15
1608546320,85,28
1608547829,49,43
1608549657,52,25
1608550458,23,50
1608552332,42,32
1608553518,48,3
1608555018,55,36
1608557660,91,49
1608558948,48,13
1608560718,48,29
1608562096,68,45
1608564857,141,51
1608566203,24,17
1608567918,31,16
1608568460,9,30
1608569724,31,14
1608570876,38,16
1608572066,24,33
1608573339,54,10
1608575122,54,31
1608575661,23,35
1608578373,111,255
1608579967,69,677
1608581298,36,381
1608582973,77,505
1608584804,39,553
1608586461,94,487
1608587879,63,161
1608589518,145,346
1608591020,67,555
1608592933,52,497
1608593660,8,451
1608595779,41,484
1608597259,27,478
1608598646,31,136
1608600320,37,414
1608600860,5,469
1608604459,56,930
1608606162,22,23
1608607522,26,7
