DateTime,Entries,UniqueIPs
1608003264,18814,18814
1608005342,18817,18817
1608006862,18825,18825
1608008832,18855,18855
1608010461,18848,18848
1608012706,18846,18846
1608014056,18833,18833
1608016185,18822,18822
1608017657,18819,18819
1608018876,18833,18833
1608021258,18784,18784
1608023328,18768,18768
1608024858,18738,18738
1608026178,18752,18752
1608027763,18749,18749
1608028458,18718,18718
1608030817,18716,18716
1608032999,18711,18711
1608034325,18672,18672
1608035931,18548,18548
1608037158,18538,18538
1608039260,18568,18568
1608040920,18565,18565
1608042860,18578,18578
1608043991,18578,18578
1608045334,18578,18578
1608046501,18552,18552
1608048006,18512,18512
1608050057,18519,18519
1608052465,18498,18498
1608053657,18456,18456
1608055807,18422,18422
1608057885,18376,18376
1608059089,18348,18348
1608060204,18380,18380
1608060861,18340,18340
1608063204,18354,18354
1608064459,18313,18313
1608065748,18306,18306
1608067114,18287,18287
1608069019,18265,18265
1608070245,18257,18257
1608071656,18207,18207
1608073948,18153,18153
1608075258,18101,18101
1608076406,18096,18096
1608078321,18078,18078
1608079819,18040,18040
1608081627,18040,18040
1608083421,18086,18086
1608085521,18060,18060
1608086768,18025,18025
1608088882,17814,17814
1608090371,17450,17450
1608093265,16684,16684
1608096136,16441,16441
1608097818,16423,16423
1608099761,16384,16384
1608101097,16347,16347
1608104058,16159,16159
1608105382,16117,16117
1608107657,16056,16056
1608109619,16020,16020
1608110945,16039,16039
1608113325,16006,16006
1608114860,16011,16011
1608116158,16046,16046
1608117866,16033,16033
1608119424,15922,15922
1608123206,15791,15791
1608124974,15807,15807
1608125658,15773,15773
1608126962,15785,15785
1608129259,15753,15753
1608130749,15706,15706
1608132026,15739,15739
1608132857,15714,15714
1608134535,15687,15687
1608135918,15719,15719
1608140064,15726,15726
1608142299,15732,15732
1608143657,15736,15736
1608145333,15744,15744
1608146718,15782,15782
1608147934,15764,15764
1608149779,15764,15764
1608153030,15764,15764
1608154459,15760,15760
1608156653,15762,15762
1608160434,15692,15692
1608161663,15665,15665
1608163010,15695,15695
1608164719,15703,15703
1608165264,15678,15678
1608168863,15593,15593
1608171462,15539,15539
1608172680,15470,15470
1608174152,15453,15453
1608175526,15467,15467
1608179122,15405,15405
1608182722,15389,15389
1608184218,15354,15354
1608186858,15314,15314
1608188858,15308,15308
1608190471,15297,15297
1608193312,15298,15298
1608194058,15282,15282
1608195400,15295,15295
1608197119,15283,15283
1608197660,15220,15220
1608199178,15192,15192
1608200719,15204,15204
1608201258,15166,15166
1608204078,15244,15244
1608204859,15221,15221
1608206334,15213,15213
1608207922,15249,15249
1608209352,15278,15278
1608212069,15387,15387
1608213249,15452,15452
1608215119,15480,15480
1608216230,15475,15475
1608217903,15516,15516
1608219267,15518,15518
1608220445,15539,15539
1608222319,15562,15562
1608223819,15552,15552
1608225031,15570,15570
1608226458,15569,15569
1608228370,15577,15577
1608230063,15581,15581
1608233663,15570,15570
1608235364,15507,15507
