DateTime,AddedIPs,RemovedIPs
1608042845,122,104
1608043974,146,35
1608045317,106,74
1608046487,56,133
1608047989,63,157
1608049468,67,11
1608050044,37,94
1608052452,109,145
1608053644,56,148
1608055794,83,133
1608057873,124,187
1608059078,91,103
1608060190,65,1
1608060845,56,142
1608063190,184,112
1608064445,105,142
1608065735,75,44
1608067100,134,101
1608069005,311,150
1608070232,158,65
1608071644,58,128
1608072837,61,37
1608073936,75,108
1608075245,86,121
1608076394,76,48
1608078304,145,94
1608079804,114,123
1608081608,122,72
1608083405,222,111
1608085505,194,182
1608086753,71,132
1608088868,129,310
1608090357,103,470
1608093247,180,957
1608096120,207,387
1608097804,120,103
1608099748,119,124
1608101085,88,153
1608104045,234,386
1608105368,109,84
1608107644,166,222
1608109595,114,159
1608110922,75,4
1608112203,0,23871
1608113313,23742,0
1608114846,116,160
1608116146,79,42
1608117852,64,78
1608119408,75,252
1608122043,138,301
1608123192,45,46
1608124962,94,58
1608125645,31,80
1608126937,58,37
1608129244,139,151
1608130738,142,97
1608132009,114,6
1608132845,63,80
1608134460,105,112
1608135903,98,1
1608137004,83,109
1608138643,140,55
1608140048,100,108
1608142282,178,88
1608143644,111,77
1608145306,137,84
1608146705,101,1
1608147922,73,96
1608149767,106,60
1608151553,306,124
1608153010,184,52
1608154445,89,75
1608156641,183,97
1608158321,112,110
1608160422,133,113
1608161644,91,105
1608162997,98,19
1608164705,121,42
1608165250,41,60
1608168850,296,224
1608171447,198,157
1608172667,97,151
1608174134,91,69
1608175505,77,0
1608179105,219,196
1608182706,229,172
1608184205,84,109
1608186844,188,132
1608188847,171,91
1608190456,161,89
1608193300,257,91
1608194045,43,128
1608195388,75,64
1608197104,91,95
1608197644,36,128
1608199166,63,76
1608200705,89,5
1608201244,29,112
1608204063,194,94
1608204844,31,76
1608206302,0,24974
1608207905,25006,0
1608209340,142,142
1608212045,242,161
1608213237,99,43
1608215105,134,100
1608216216,78,114
1608217891,112,58
1608219252,57,65
1608220433,56,31
1608222306,142,46
1608223804,89,152
1608225019,70,232
1608226444,77,76
1608228357,107,127
1608230049,93,90
1608233648,232,230
1608235336,85,108
1608237245,123,166
1608239549,126,321
1608240853,121,96
1608243854,346,79
1608245404,71,116
1608248048,133,168
1608251105,148,100
1608252605,58,133
1608255246,117,328
1608256627,57,29
1608258306,76,68
1608258846,27,92
1608261906,134,90
1608262446,24,104
1608266051,158,229
1608269105,141,110
1608271827,136,238
1608273903,96,157
1608275731,189,107
1608276848,171,119
1608279904,619,96
1608281405,64,113
1608283253,112,57
1608284048,31,81
1608286628,97,93
1608287644,60,76
1608291244,178,151
1608292563,78,28
1608293831,74,45
1608294844,45,91
1608297905,138,94
1608299408,63,130
1608302044,125,259
1608303353,82,30
1608305104,93,68
1608305645,31,88
1608306764,64,32
1608308027,71,76
1608309245,95,84
1608310490,86,32
1608312845,141,164
1608315573,143,127
1608316449,38,94
1608317872,56,24
1608319504,80,60
1608320046,39,205
1608321412,86,90
1608323104,87,184
1608323645,34,118
1608324853,65,40
1608326469,74,101
1608327243,39,93
1608330844,229,211
1608332202,65,43
1608334446,116,201
1608337241,112,137
1608338049,47,147
1608341645,152,301
1608345245,159,320
1608347306,94,159
1608348849,63,137
1608351764,120,168
1608352444,39,162
1608353595,55,54
1608356045,89,289
1608357654,60,260
1608359104,60,0
1608360604,60,368
1608361817,155,204
1608363244,50,234
1608364956,71,213
1608366844,83,189
1608369014,95,137
1608370444,64,148
1608371703,65,43
1608373505,111,206
1608375012,90,135
1608377645,137,149
1608380401,129,88
1608381244,32,71
1608384304,110,76
1608385608,52,126
1608388445,120,123
1608391504,182,106
1608392854,62,160
1608395645,146,196
1608399245,176,183
1608402844,150,213
1608405905,146,81
1608407113,49,162
1608410049,1414,176
1608411715,943,255
1608413107,479,0
1608414555,465,110
1608417250,852,131
1608419920,831,96
1608420851,425,87
1608423451,1271,88
1608424444,277,74
1608425588,351,43
1608426889,334,62
1608428153,407,86
1608431644,1101,178
1608433358,436,82
1608434705,468,0
1608436242,118,107
1608438846,94,162
1608441049,123,104
1608442445,86,79
1608446046,224,235
1608449644,315,800
1608450744,100,23
1608452704,112,57
1608453245,33,101
1608456845,188,153
1608457943,67,41
1608459420,95,54
1608460444,99,73
1608462216,150,97
1608463505,69,0
1608465005,185,98
1608466453,108,64
1608467562,155,97
1608470352,213,108
1608471630,85,123
1608474305,132,68
1608475583,77,131
1608478444,111,202
1608479662,43,29
1608481153,61,106
1608482047,52,84
1608483893,66,146
1608485644,237,93
1608486914,251,43
1608488704,309,69
1608489245,55,85
1608490460,79,49
1608492304,153,92
1608493465,95,126
1608496445,663,164
1608497986,743,125
1608499505,172,18
1608500046,38,89
1608501418,103,30
1608503105,155,58
1608503646,54,100
1608506706,313,90
1608508192,169,118
1608510173,154,70
1608510845,58,83
1608513803,174,93
1608514444,50,68
1608515834,79,28
1608517505,84,64
1608518045,29,84
1608521105,218,67
1608521650,27,80
1608523142,87,70
1608524345,53,7
1608525245,49,46
1608527571,115,67
1608528969,68,52
1608530399,76,124
1608531905,101,38
1608532444,35,86
1608533601,64,20
1608535246,106,59
1608536050,44,71
1608537660,85,81
1608539105,94,0
1608539644,52,60
1608542344,140,67
1608543245,51,127
1608544511,71,28
1608546305,155,61
1608547814,97,91
1608549640,122,57
1608550445,45,78
1608552319,117,56
1608553504,91,1
1608555004,111,87
1608557647,184,135
1608558936,85,18
1608560704,115,57
1608562083,114,118
1608564844,296,159
1608566185,91,35
1608567904,109,47
1608568445,55,83
1608569700,83,27
1608570864,75,36
1608572051,65,81
1608573325,122,16
1608574425,62,49
1608575647,88,80
1608578361,182,285
1608579955,117,1039
1608581284,85,939
1608582960,634,560
1608584789,682,593
1608586445,121,538
1608587864,95,169
1608589505,180,357
1608591005,105,837
1608592920,112,824
1608593645,22,540
1608595767,92,524
1608597246,69,501
1608598635,57,147
1608600305,92,443
1608600844,26,504
1608603059,105,482
1608604445,72,533
1608606145,68,62
1608607506,98,0
1608609005,107,86
1608610285,102,54
1608611650,105,85
1608613801,198,118
1608615475,63,107
1608617551,102,163
1608618851,83,203
1608622444,494,336
1608624162,236,124
1608626045,203,154
1608627196,119,52
1608628525,299,111
1608629644,255,206
1608631138,172,186
1608632490,118,17
1608633244,38,124
1608634345,74,106
1608636845,283,370
1608638882,231,236
1608640672,203,138
1608643504,298,117
1608644047,55,96
1608645470,132,44
1608646883,106,56
1608647645,74,88
1608648863,125,26
1608649978,105,61
1608651328,105,106
1608652445,105,25
1608653763,111,43
1608654844,98,126
1608656332,123,135
1608657905,102,10
1608658445,31,165
1608659565,65,35
1608661062,92,61
1608662045,87,102
1608665644,279,546
1608667779,130,725
1608669248,116,89
1608671263,144,85
1608672890,102,124
1608675537,140,140
1608676445,51,133
1608679071,149,134
1608680045,42,95
1608682033,91,94
1608684752,125,135
1608686705,113,73
1608688205,82,113
1608690000,76,87
1608690845,35,105
1608692073,68,29
1608693743,145,45
1608694445,59,81
1608696970,179,93
1608698048,40,96
1608699188,57,35
1608701645,300,208
1608703381,157,113
1608705245,151,97
1608706418,67,34
1608708304,110,71
1608708844,28,105
1608711704,180,109
1608712447,30,84
1608715504,139,157
1608716915,85,190
1608718426,80,104
1608719645,71,111
1608721030,78,44
1608722344,63,85
1608723246,49,135
1608724562,65,49
1608726151,56,88
1608726845,37,111
1608728665,75,128
1608730444,97,128
1608731694,64,49
1608733245,70,110
1608734603,85,233
1608735842,0,27310
1608737649,27297,0
1608739840,107,143
1608741245,57,117
1608742522,89,32
1608744845,123,228
1608746973,120,147
1608748272,69,1
1608749405,87,146
1608752045,157,329
1608754991,159,1132
1608756606,89,185
1608759246,138,273
1608760727,53,132
1608762288,0,25680
1608764332,25674,0
1608765538,42,9
1608766446,32,81
1608768618,98,81
1608770045,57,85
1608772805,122,93
1608773645,58,99
1608776095,120,93
1608777245,55,114
1608780306,129,159
1608781882,68,224
1608783649,78,122
1608784446,31,99
1608787135,103,81
1608788046,32,117
1608789772,79,191
1608791644,76,229
1608793547,86,259
1608795245,72,188
1608798305,162,245
1608799804,0,24605
1608801201,24077,0
1608803405,105,193
1608804770,67,117
1608805882,59,223
1608807204,78,60
1608808969,120,128
1608810605,117,284
1608813246,170,305
1608815264,133,204
1608816844,131,146
1608818994,155,193
1608820450,73,147
1608823506,183,172
1608824922,51,225
1608827646,155,248
1608829042,84,39
1608830705,100,87
1608832530,86,155
1608834304,79,111
1608834845,30,127
1608836497,78,132
1608838445,83,140
1608839996,87,137
1608841510,125,7
1608842045,53,110
1608844086,0,22789
1608845645,22879,0
1608849244,136,217
1608851081,101,90
1608852845,182,102
1608855569,401,76
1608860052,230,295
1608862863,138,134
1608863645,35,171
1608867246,173,256
1608870847,237,370
1608872233,101,41
1608873904,158,128
1608874446,55,164
1608877506,210,126
1608879537,161,211
